country,year,emissions,v2x_libdem,v2pstpar_ord,v2x_regime,region,gdp_pc,regime
Timor-Leste,1993,,,Unified party control,Closed Autocracy,,,Closed Autocracy
Timor-Leste,1994,,,Unified party control,Closed Autocracy,,,Closed Autocracy
Timor-Leste,1995,,,Unified party control,Closed Autocracy,,,Closed Autocracy
Timor-Leste,1996,,,Unified party control,Closed Autocracy,,,Closed Autocracy
Timor-Leste,1997,,,Unified party control,Closed Autocracy,,,Closed Autocracy
Timor-Leste,1998,,,Unified party control,Closed Autocracy,,,Closed Autocracy
Timor-Leste,1999,,0.088,Unified party control,Closed Autocracy,,,Closed Autocracy
Timor-Leste,2000,,0.186,Unified party control,Closed Autocracy,,415.0859,Closed Autocracy
Timor-Leste,2001,,0.238,Unified party control,Electoral Autocracy,,529.7937,Electoral Autocracy
Timor-Leste,2002,161,0.375,Unified party control,Electoral Democracy,,508.7912,Electoral Democracy
Timor-Leste,2003,161,0.402,Unified party control,Electoral Democracy,,517.7860,Electoral Democracy
Timor-Leste,2004,176,0.402,Unified party control,Electoral Democracy,,453.4807,Electoral Democracy
Timor-Leste,2005,176,0.403,Divided party control,Electoral Democracy,,464.5240,Electoral Democracy
Timor-Leste,2006,180,0.403,Divided party control,Electoral Democracy,,446.4576,Electoral Democracy
Timor-Leste,2007,183,0.456,Divided party control,Electoral Democracy,,523.7375,Electoral Democracy
Timor-Leste,2008,202,0.466,Unified coalition control,Electoral Democracy,,614.4358,Electoral Democracy
Timor-Leste,2009,227,0.471,Unified coalition control,Electoral Democracy,,676.6183,Electoral Democracy
Timor-Leste,2010,235,0.480,Unified coalition control,Electoral Democracy,,806.4135,Electoral Democracy
Timor-Leste,2011,246,0.480,Unified coalition control,Electoral Democracy,,947.5108,Electoral Democracy
Timor-Leste,2012,293,0.489,Unified coalition control,Electoral Democracy,,1013.0429,Electoral Democracy
Timor-Leste,2013,440,0.490,Unified coalition control,Electoral Democracy,,1210.0400,Electoral Democracy
Timor-Leste,2014,469,0.467,Unified coalition control,Electoral Democracy,,1232.4540,Electoral Democracy
Togo,1991,843,0.124,Divided party control,Electoral Autocracy,Africa,414.7814,Electoral Autocracy
Togo,1992,836,0.148,Divided party control,Electoral Autocracy,Africa,429.0424,Electoral Autocracy
Togo,1993,865,0.155,Divided party control,Electoral Autocracy,Africa,306.1512,Electoral Autocracy
Togo,1994,832,0.160,Divided party control,Electoral Autocracy,Africa,238.4655,Electoral Autocracy
Togo,1995,953,0.162,Divided party control,Electoral Autocracy,Africa,309.8183,Electoral Autocracy
Togo,1996,1060,0.165,Divided party control,Electoral Autocracy,Africa,336.9770,Electoral Autocracy
Togo,1997,986,0.165,Divided party control,Electoral Autocracy,Africa,334.1438,Electoral Autocracy
Togo,1998,1170,0.159,Divided party control,Electoral Autocracy,Africa,342.6579,Electoral Autocracy
Togo,1999,1540,0.152,Unified party control,Electoral Autocracy,Africa,329.8165,Electoral Autocracy
Togo,2000,1360,0.166,Divided party control,Electoral Autocracy,Africa,302.9586,Electoral Autocracy
Togo,2001,1160,0.166,Divided party control,Electoral Autocracy,Africa,292.8231,Electoral Autocracy
Togo,2002,1230,0.165,Divided party control,Electoral Autocracy,Africa,328.3981,Electoral Autocracy
Togo,2003,1460,0.167,Divided party control,Electoral Autocracy,Africa,396.9206,Electoral Autocracy
Togo,2004,1400,0.166,Divided party control,Electoral Autocracy,Africa,413.3299,Electoral Autocracy
Togo,2005,1340,0.153,Divided party control,Electoral Autocracy,Africa,406.5624,Electoral Autocracy
Togo,2006,1220,0.192,Divided party control,Electoral Autocracy,Africa,408.0571,Electoral Autocracy
Togo,2007,1410,0.203,Divided party control,Electoral Autocracy,Africa,449.7383,Electoral Autocracy
Togo,2008,1680,0.250,Divided party control,Electoral Autocracy,Africa,546.3504,Electoral Autocracy
Togo,2009,2780,0.252,Divided party control,Electoral Autocracy,Africa,540.6087,Electoral Autocracy
Togo,2010,2640,0.240,Unified coalition control,Electoral Autocracy,Africa,534.0448,Electoral Autocracy
Togo,2011,2460,0.240,Unified coalition control,Electoral Autocracy,Africa,587.0975,Electoral Autocracy
Togo,2012,2490,0.239,Unified coalition control,Electoral Autocracy,Africa,571.8067,Electoral Autocracy
Togo,2013,2660,0.238,Unified coalition control,Electoral Autocracy,Africa,621.3989,Electoral Autocracy
Togo,2014,2620,0.255,Unified coalition control,Electoral Autocracy,Africa,640.9342,Electoral Autocracy
Tonga,1991,95,,,,,1388.0405,
Tonga,1992,70,,,,,1436.7837,
Tonga,1993,84,,,,,1449.3060,
Tonga,1994,92,,,,,2047.1384,
Tonga,1995,95,,,,,2176.3813,
Tonga,1996,77,,,,,2307.1310,
Tonga,1997,99,,,,,2225.1007,
Tonga,1998,88,,,,,1973.5448,
Tonga,1999,110,,,,,2043.7510,
Tonga,2000,95,,,,,2091.1130,
Tonga,2001,88,,,,,1839.0869,
Tonga,2002,103,,,,,1845.6691,
Tonga,2003,117,,,,,2030.7755,
Tonga,2004,110,,,,,2301.6541,
Tonga,2005,114,,,,,2594.4187,
Tonga,2006,128,,,,,2873.0766,
Tonga,2007,114,,,,,2910.1451,
Tonga,2008,121,,,,,3331.5466,
Tonga,2009,132,,,,,3006.6063,
Tonga,2010,117,,,,,3527.9523,
Tonga,2011,103,,,,,4002.8138,
Tonga,2012,106,,,,,4581.7832,
Tonga,2013,114,,,,,4428.1465,
Tonga,2014,121,,,,,4354.2444,
Trinidad and Tobago,1991,17000,0.619,Divided party control,Electoral Democracy,Americas,4318.5024,Electoral Democracy
Trinidad and Tobago,1992,19200,0.638,Unified coalition control,Electoral Democracy,Americas,4398.4951,Electoral Democracy
Trinidad and Tobago,1993,18000,0.638,Unified coalition control,Electoral Democracy,Americas,3754.8004,Electoral Democracy
Trinidad and Tobago,1994,17400,0.642,Unified coalition control,Electoral Democracy,Americas,3959.2629,Electoral Democracy
Trinidad and Tobago,1995,17000,0.641,Unified coalition control,Electoral Democracy,Americas,4249.0944,Electoral Democracy
Trinidad and Tobago,1996,20600,0.641,Unified coalition control,Electoral Democracy,Americas,4579.9781,Electoral Democracy
Trinidad and Tobago,1997,18400,0.641,Unified coalition control,Electoral Democracy,Americas,4554.3565,Electoral Democracy
Trinidad and Tobago,1998,19100,0.641,Unified coalition control,Electoral Democracy,Americas,4790.1237,Electoral Democracy
Trinidad and Tobago,1999,22500,0.641,Unified coalition control,Electoral Democracy,Americas,5387.1644,Electoral Democracy
Trinidad and Tobago,2000,23800,0.647,Unified coalition control,Electoral Democracy,Americas,6435.1342,Electoral Democracy
Trinidad and Tobago,2001,26400,0.621,Unified coalition control,Electoral Democracy,Americas,6939.8285,Electoral Democracy
Trinidad and Tobago,2002,28600,0.630,Unified coalition control,Electoral Democracy,Americas,7053.0874,Electoral Democracy
Trinidad and Tobago,2003,32000,0.646,Unified coalition control,Electoral Democracy,Americas,8807.8661,Electoral Democracy
Trinidad and Tobago,2004,33400,0.646,Unified coalition control,Electoral Democracy,Americas,10293.8693,Electoral Democracy
Trinidad and Tobago,2005,38200,0.648,Unified coalition control,Electoral Democracy,Americas,12327.2807,Electoral Democracy
Trinidad and Tobago,2006,42700,0.651,Unified coalition control,Electoral Democracy,Americas,14102.5933,Electoral Democracy
Trinidad and Tobago,2007,45500,0.650,Unified coalition control,Electoral Democracy,Americas,16539.8908,Electoral Democracy
Trinidad and Tobago,2008,44400,0.658,Unified coalition control,Electoral Democracy,Americas,21204.0082,Electoral Democracy
Trinidad and Tobago,2009,44900,0.658,Unified coalition control,Electoral Democracy,Americas,14514.2406,Electoral Democracy
Trinidad and Tobago,2010,47900,0.666,Divided party control,Electoral Democracy,Americas,16683.3931,Electoral Democracy
Trinidad and Tobago,2011,46900,0.667,Divided party control,Electoral Democracy,Americas,19034.1207,Electoral Democracy
Trinidad and Tobago,2012,45400,0.667,Divided party control,Electoral Democracy,Americas,19157.4598,Electoral Democracy
Trinidad and Tobago,2013,46500,0.641,Divided party control,Electoral Democracy,Americas,20143.5454,Electoral Democracy
Trinidad and Tobago,2014,46300,0.640,Divided party control,Electoral Democracy,Americas,20270.9338,Electoral Democracy
Tunisia,1991,15500,0.092,Unified party control,Electoral Autocracy,Eastern Mediterranean,1551.3780,Electoral Autocracy
Tunisia,1992,15000,0.092,Unified party control,Electoral Autocracy,Eastern Mediterranean,1799.1116,Electoral Autocracy
Tunisia,1993,16500,0.091,Unified party control,Electoral Autocracy,Eastern Mediterranean,1660.8750,Electoral Autocracy
Tunisia,1994,15900,0.090,Unified party control,Electoral Autocracy,Eastern Mediterranean,1743.1545,Electoral Autocracy
Tunisia,1995,15700,0.090,Unified party control,Electoral Autocracy,Eastern Mediterranean,1975.8999,Electoral Autocracy
Tunisia,1996,16800,0.090,Unified party control,Electoral Autocracy,Eastern Mediterranean,2113.5874,Electoral Autocracy
Tunisia,1997,16900,0.090,Unified party control,Electoral Autocracy,Eastern Mediterranean,2208.2062,Electoral Autocracy
Tunisia,1998,18000,0.090,Unified party control,Electoral Autocracy,Eastern Mediterranean,2292.7117,Electoral Autocracy
Tunisia,1999,18300,0.090,Unified party control,Electoral Autocracy,Eastern Mediterranean,2386.5895,Electoral Autocracy
Tunisia,2000,19900,0.090,Unified party control,Electoral Autocracy,Eastern Mediterranean,2211.8350,Electoral Autocracy
Tunisia,2001,20800,0.090,Unified party control,Electoral Autocracy,Eastern Mediterranean,2253.0349,Electoral Autocracy
Tunisia,2002,20900,0.090,Unified party control,Electoral Autocracy,Eastern Mediterranean,2344.3969,Electoral Autocracy
Tunisia,2003,21200,0.090,Unified party control,Electoral Autocracy,Eastern Mediterranean,2760.4051,Electoral Autocracy
Tunisia,2004,22300,0.090,Unified party control,Electoral Autocracy,Eastern Mediterranean,3111.3744,Electoral Autocracy
Tunisia,2005,22700,0.090,Unified party control,Electoral Autocracy,Eastern Mediterranean,3193.2044,Electoral Autocracy
Tunisia,2006,23000,0.091,Unified party control,Electoral Autocracy,Eastern Mediterranean,3369.9244,Electoral Autocracy
Tunisia,2007,24100,0.091,Unified party control,Electoral Autocracy,Eastern Mediterranean,3776.3320,Electoral Autocracy
Tunisia,2008,24800,0.091,Unified party control,Electoral Autocracy,Eastern Mediterranean,4307.5800,Electoral Autocracy
Tunisia,2009,24800,0.091,Unified party control,Electoral Autocracy,Eastern Mediterranean,4128.4640,Electoral Autocracy
Tunisia,2010,27700,0.104,Unified party control,Electoral Autocracy,Eastern Mediterranean,4141.9760,Electoral Autocracy
Tunisia,2011,26000,0.227,Unified coalition control,Electoral Autocracy,Eastern Mediterranean,4264.6781,Electoral Autocracy
Tunisia,2012,27000,0.649,Unified coalition control,Electoral Democracy,Eastern Mediterranean,4152.6844,Electoral Democracy
Tunisia,2013,27700,0.646,Unified coalition control,Electoral Democracy,Eastern Mediterranean,4222.7051,Electoral Democracy
Tunisia,2014,28800,0.641,Unified coalition control,Electoral Democracy,Eastern Mediterranean,4305.4824,Electoral Democracy
Turkey,1991,149000,0.379,Unified coalition control,Electoral Democracy,Europe,2735.7076,Electoral Democracy
Turkey,1992,153000,0.391,Unified coalition control,Electoral Democracy,Europe,2842.3700,Electoral Democracy
Turkey,1993,159000,0.391,Unified coalition control,Electoral Democracy,Europe,3180.1876,Electoral Democracy
Turkey,1994,157000,0.392,Unified coalition control,Electoral Democracy,Europe,2270.3373,Electoral Democracy
Turkey,1995,172000,0.392,Unified coalition control,Electoral Democracy,Europe,2897.8666,Electoral Democracy
Turkey,1996,188000,0.399,Unified coalition control,Electoral Democracy,Europe,3053.9472,Electoral Democracy
Turkey,1997,199000,0.413,Unified coalition control,Electoral Democracy,Europe,3144.3857,Electoral Democracy
Turkey,1998,201000,0.406,Unified coalition control,Electoral Democracy,Europe,4499.7375,Electoral Democracy
Turkey,1999,197000,0.429,Unified coalition control,Electoral Democracy,Europe,4116.1706,Electoral Democracy
Turkey,2000,216000,0.452,Divided party control,Electoral Democracy,Europe,4337.4780,Electoral Democracy
Turkey,2001,195000,0.458,Divided party control,Electoral Democracy,Europe,3142.9210,Electoral Democracy
Turkey,2002,206000,0.507,Unified party control,Electoral Democracy,Europe,3687.9561,Electoral Democracy
Turkey,2003,219000,0.530,Unified party control,Electoral Democracy,Europe,4760.1040,Electoral Democracy
Turkey,2004,225000,0.533,Unified party control,Electoral Democracy,Europe,6101.6321,Electoral Democracy
Turkey,2005,237000,0.520,Unified party control,Electoral Democracy,Europe,7456.2961,Electoral Democracy
Turkey,2006,262000,0.519,Unified party control,Electoral Democracy,Europe,8101.8569,Electoral Democracy
Turkey,2007,285000,0.496,Unified party control,Electoral Democracy,Europe,9791.8825,Electoral Democracy
Turkey,2008,284000,0.449,Unified party control,Electoral Democracy,Europe,10941.1722,Electoral Democracy
Turkey,2009,278000,0.438,Unified party control,Electoral Democracy,Europe,9103.4741,Electoral Democracy
Turkey,2010,298000,0.397,Unified party control,Electoral Democracy,Europe,10742.7750,Electoral Democracy
Turkey,2011,321000,0.389,Unified party control,Electoral Democracy,Europe,11420.5555,Electoral Democracy
Turkey,2012,330000,0.384,Unified party control,Electoral Democracy,Europe,11795.6335,Electoral Democracy
Turkey,2013,325000,0.350,Unified party control,Electoral Autocracy,Europe,12614.7816,Electoral Autocracy
Turkey,2014,346000,0.263,Unified party control,Electoral Autocracy,Europe,12157.9904,Electoral Autocracy
Turkmenistan,1991,36200,0.047,Unified party control,Closed Autocracy,Europe,,Closed Autocracy
Turkmenistan,1992,33000,0.035,Unified party control,Closed Autocracy,Europe,410.2729,Closed Autocracy
Turkmenistan,1993,28300,0.033,Unified party control,Closed Autocracy,Europe,832.7539,Closed Autocracy
Turkmenistan,1994,33500,0.033,Unified party control,Closed Autocracy,Europe,623.2419,Closed Autocracy
Turkmenistan,1995,34000,0.032,Unified party control,Closed Autocracy,Europe,590.2812,Closed Autocracy
Turkmenistan,1996,30700,0.032,Unified party control,Closed Autocracy,Europe,554.8339,Closed Autocracy
Turkmenistan,1997,30600,0.028,Unified party control,Closed Autocracy,Europe,562.6417,Closed Autocracy
Turkmenistan,1998,32100,0.028,Unified party control,Closed Autocracy,Europe,590.3871,Closed Autocracy
Turkmenistan,1999,37700,0.028,Unified party control,Closed Autocracy,Europe,548.6879,Closed Autocracy
Turkmenistan,2000,37500,0.018,Unified party control,Closed Autocracy,Europe,643.1910,Closed Autocracy
Turkmenistan,2001,38100,0.017,Unified party control,Closed Autocracy,Europe,774.4822,Closed Autocracy
Turkmenistan,2002,40000,0.017,Unified party control,Closed Autocracy,Europe,967.8874,Closed Autocracy
Turkmenistan,2003,44600,0.017,Unified party control,Closed Autocracy,Europe,1283.9088,Closed Autocracy
Turkmenistan,2004,46500,0.017,Unified party control,Closed Autocracy,Europe,1453.9178,Closed Autocracy
Turkmenistan,2005,48300,0.018,Unified party control,Closed Autocracy,Europe,1704.4154,Closed Autocracy
Turkmenistan,2006,49500,0.018,Unified party control,Closed Autocracy,Europe,2136.4721,Closed Autocracy
Turkmenistan,2007,56000,0.020,Unified party control,Closed Autocracy,Europe,2600.3688,Closed Autocracy
Turkmenistan,2008,56800,0.023,Unified party control,Electoral Autocracy,Europe,3904.4653,Electoral Autocracy
Turkmenistan,2009,50300,0.028,Unified party control,Electoral Autocracy,Europe,4036.4568,Electoral Autocracy
Turkmenistan,2010,57300,0.027,Unified party control,Electoral Autocracy,Europe,4439.2021,Electoral Autocracy
Turkmenistan,2011,62500,0.027,Unified party control,Electoral Autocracy,Europe,5649.9621,Electoral Autocracy
Turkmenistan,2012,64900,0.027,Unified party control,Electoral Autocracy,Europe,6675.1781,Electoral Autocracy
Turkmenistan,2013,66700,0.029,Unified party control,Electoral Autocracy,Europe,7304.2858,Electoral Autocracy
Turkmenistan,2014,68400,0.030,Unified party control,Electoral Autocracy,Europe,7962.2449,Electoral Autocracy
Tuvalu,1991,7,,,,,1038.9578,
Tuvalu,1992,7,,,,,1069.4785,
Tuvalu,1993,7,,,,,1047.5052,
Tuvalu,1994,7,,,,,1175.8101,
Tuvalu,1995,7,,,,,1185.8405,
Tuvalu,1996,7,,,,,1323.9075,
Tuvalu,1997,7,,,,,1361.5893,
Tuvalu,1998,7,,,,,1367.0845,
Tuvalu,1999,7,,,,,1464.8053,
Tuvalu,2000,7,,,,,1463.1662,
Tuvalu,2001,7,,,,,1392.3343,
Tuvalu,2002,11,,,,,1610.6530,
Tuvalu,2003,11,,,,,1874.8538,
Tuvalu,2004,11,,,,,2181.6363,
Tuvalu,2005,11,,,,,2184.5653,
Tuvalu,2006,7,,,,,2263.5759,
Tuvalu,2007,11,,,,,2645.1095,
Tuvalu,2008,11,,,,,2936.5215,
Tuvalu,2009,11,,,,,2602.6194,
Tuvalu,2010,7,,,,,3024.7618,
Tuvalu,2011,7,,,,,3643.1216,
Tuvalu,2012,11,,,,,3506.3081,
Tuvalu,2013,11,,,,,3457.3763,
Tuvalu,2014,11,,,,,3398.3968,
Uganda,1991,781,0.196,Unified party control,Electoral Autocracy,Africa,185.0181,Electoral Autocracy
Uganda,1992,788,0.199,Unified party control,Electoral Autocracy,Africa,153.9440,Electoral Autocracy
Uganda,1993,781,0.204,Unified party control,Electoral Autocracy,Africa,167.9412,Electoral Autocracy
Uganda,1994,708,0.214,Unified party control,Closed Autocracy,Africa,201.6027,Closed Autocracy
Uganda,1995,939,0.235,Unified party control,Closed Autocracy,Africa,281.9661,Closed Autocracy
Uganda,1996,1060,0.234,Unified party control,Electoral Autocracy,Africa,287.3883,Electoral Autocracy
Uganda,1997,1110,0.249,Unified party control,Electoral Autocracy,Africa,289.5045,Electoral Autocracy
Uganda,1998,1270,0.249,Unified party control,Electoral Autocracy,Africa,295.4053,Electoral Autocracy
Uganda,1999,1310,0.248,Unified party control,Electoral Autocracy,Africa,261.3479,Electoral Autocracy
Uganda,2000,1430,0.249,Unified party control,Electoral Autocracy,Africa,261.8691,Electoral Autocracy
Uganda,2001,1510,0.238,Unified party control,Electoral Autocracy,Africa,239.4731,Electoral Autocracy
Uganda,2002,1560,0.229,Unified party control,Electoral Autocracy,Africa,245.5000,Electoral Autocracy
Uganda,2003,1600,0.228,Unified party control,Electoral Autocracy,Africa,254.3012,Electoral Autocracy
Uganda,2004,1740,0.233,Unified party control,Electoral Autocracy,Africa,296.0143,Electoral Autocracy
Uganda,2005,2170,0.239,Unified party control,Electoral Autocracy,Africa,333.7316,Electoral Autocracy
Uganda,2006,2540,0.271,Unified party control,Electoral Autocracy,Africa,349.2171,Electoral Autocracy
Uganda,2007,2890,0.276,Unified party control,Electoral Autocracy,Africa,403.6637,Electoral Autocracy
Uganda,2008,3190,0.275,Unified party control,Electoral Autocracy,Africa,474.5179,Electoral Autocracy
Uganda,2009,3380,0.274,Unified party control,Electoral Autocracy,Africa,796.5309,Electoral Autocracy
Uganda,2010,3920,0.273,Unified party control,Electoral Autocracy,Africa,819.0075,Electoral Autocracy
Uganda,2011,4260,0.270,Unified party control,Electoral Autocracy,Africa,828.9941,Electoral Autocracy
Uganda,2012,4070,0.269,Unified party control,Electoral Autocracy,Africa,786.7387,Electoral Autocracy
Uganda,2013,4870,0.264,Unified party control,Electoral Autocracy,Africa,806.6119,Electoral Autocracy
Uganda,2014,5230,0.259,Unified party control,Electoral Autocracy,Africa,879.7349,Electoral Autocracy
Ukraine,1991,691000,0.281,Unified party control,Electoral Autocracy,Europe,,Electoral Autocracy
Ukraine,1992,631000,0.347,Unified coalition control,Electoral Autocracy,Europe,1378.6362,Electoral Autocracy
Ukraine,1993,539000,0.382,Unified coalition control,Electoral Autocracy,Europe,1257.3501,Electoral Autocracy
Ukraine,1994,442000,0.376,Unified coalition control,Electoral Democracy,Europe,1011.9794,Electoral Democracy
Ukraine,1995,446000,0.348,Unified coalition control,Electoral Democracy,Europe,935.9762,Electoral Democracy
Ukraine,1996,412000,0.341,Unified coalition control,Electoral Democracy,Europe,872.6987,Electoral Democracy
Ukraine,1997,341000,0.313,Unified coalition control,Electoral Democracy,Europe,991.2204,Electoral Democracy
Ukraine,1998,329000,0.273,Unified coalition control,Electoral Autocracy,Europe,835.2510,Electoral Autocracy
Ukraine,1999,333000,0.266,Unified coalition control,Electoral Autocracy,Europe,635.7644,Electoral Autocracy
Ukraine,2000,321000,0.241,Unified coalition control,Electoral Autocracy,Europe,635.7044,Electoral Autocracy
Ukraine,2001,322000,0.238,Unified coalition control,Electoral Autocracy,Europe,780.3212,Electoral Autocracy
Ukraine,2002,319000,0.251,Unified coalition control,Electoral Autocracy,Europe,878.6187,Electoral Autocracy
Ukraine,2003,352000,0.265,Unified coalition control,Electoral Autocracy,Europe,1047.5028,Electoral Autocracy
Ukraine,2004,343000,0.279,Unified coalition control,Electoral Autocracy,Europe,1366.0165,Electoral Autocracy
Ukraine,2005,334000,0.306,Unified coalition control,Electoral Autocracy,Europe,1826.9314,Electoral Autocracy
Ukraine,2006,326000,0.399,Divided party control,Electoral Democracy,Europe,2300.7697,Electoral Democracy
Ukraine,2007,321000,0.429,Divided party control,Electoral Democracy,Europe,3065.6113,Electoral Democracy
Ukraine,2008,311000,0.427,Divided party control,Electoral Democracy,Europe,3887.2423,Electoral Democracy
Ukraine,2009,260000,0.428,Divided party control,Electoral Democracy,Europe,2542.9954,Electoral Democracy
Ukraine,2010,305000,0.306,Divided party control,Electoral Democracy,Europe,2965.1397,Electoral Democracy
Ukraine,2011,286000,0.295,Unified party control,Electoral Autocracy,Europe,3569.7581,Electoral Autocracy
Ukraine,2012,296000,0.294,Unified party control,Electoral Autocracy,Europe,3855.4177,Electoral Autocracy
Ukraine,2013,272000,0.290,Divided party control,Electoral Autocracy,Europe,4029.7113,Electoral Autocracy
Ukraine,2014,227000,0.237,Unified coalition control,Electoral Autocracy,Europe,3104.6432,Electoral Autocracy
United Arab Emirates,1991,57000,0.055,Unified party control,Closed Autocracy,Eastern Mediterranean,26612.2531,Closed Autocracy
United Arab Emirates,1992,58100,0.055,Unified party control,Closed Autocracy,Eastern Mediterranean,26420.8599,Closed Autocracy
United Arab Emirates,1993,66000,0.055,Unified party control,Closed Autocracy,Eastern Mediterranean,25596.7394,Closed Autocracy
United Arab Emirates,1994,73100,0.068,Unified party control,Closed Autocracy,Eastern Mediterranean,25848.0163,Closed Autocracy
United Arab Emirates,1995,70600,0.069,Unified party control,Closed Autocracy,Eastern Mediterranean,27221.9344,Closed Autocracy
United Arab Emirates,1996,41100,0.072,Unified party control,Closed Autocracy,Eastern Mediterranean,28975.0800,Closed Autocracy
United Arab Emirates,1997,41600,0.072,Unified party control,Closed Autocracy,Eastern Mediterranean,29512.6748,Closed Autocracy
United Arab Emirates,1998,81500,0.072,Unified party control,Closed Autocracy,Eastern Mediterranean,26899.6018,Closed Autocracy
United Arab Emirates,1999,78400,0.072,Unified party control,Closed Autocracy,Eastern Mediterranean,28470.8859,Closed Autocracy
United Arab Emirates,2000,113000,0.072,Unified party control,Closed Autocracy,Eastern Mediterranean,33291.3663,Closed Autocracy
United Arab Emirates,2001,101000,0.072,Unified party control,Closed Autocracy,Eastern Mediterranean,31280.7559,Closed Autocracy
United Arab Emirates,2002,84700,0.071,Unified party control,Closed Autocracy,Eastern Mediterranean,31567.5463,Closed Autocracy
United Arab Emirates,2003,107000,0.070,Unified party control,Closed Autocracy,Eastern Mediterranean,33499.1028,Closed Autocracy
United Arab Emirates,2004,113000,0.068,Unified party control,Closed Autocracy,Eastern Mediterranean,36333.1873,Closed Autocracy
United Arab Emirates,2005,116000,0.069,Unified party control,Closed Autocracy,Eastern Mediterranean,39365.4596,Closed Autocracy
United Arab Emirates,2006,124000,0.071,Unified party control,Closed Autocracy,Eastern Mediterranean,41907.4215,Closed Autocracy
United Arab Emirates,2007,136000,0.078,Unified party control,Closed Autocracy,Eastern Mediterranean,41809.4622,Closed Autocracy
United Arab Emirates,2008,157000,0.078,Unified party control,Closed Autocracy,Eastern Mediterranean,44498.9405,Closed Autocracy
United Arab Emirates,2009,168000,0.079,Unified party control,Closed Autocracy,Eastern Mediterranean,32024.1978,Closed Autocracy
United Arab Emirates,2010,161000,0.080,Unified party control,Closed Autocracy,Eastern Mediterranean,33893.2639,Closed Autocracy
United Arab Emirates,2011,165000,0.078,Unified party control,Closed Autocracy,Eastern Mediterranean,39194.6722,Closed Autocracy
United Arab Emirates,2012,176000,0.083,Unified party control,Closed Autocracy,Eastern Mediterranean,40976.4908,Closed Autocracy
United Arab Emirates,2013,171000,0.084,Unified party control,Closed Autocracy,Eastern Mediterranean,42412.6395,Closed Autocracy
United Arab Emirates,2014,211000,0.086,Unified party control,Closed Autocracy,Eastern Mediterranean,43751.8057,Closed Autocracy
United Kingdom,1991,567000,0.756,Unified party control,Liberal Democracy,Europe,19900.7267,Liberal Democracy
United Kingdom,1992,556000,0.755,Unified party control,Liberal Democracy,Europe,20487.1708,Liberal Democracy
United Kingdom,1993,546000,0.760,Unified party control,Liberal Democracy,Europe,18389.0196,Liberal Democracy
United Kingdom,1994,547000,0.763,Unified party control,Liberal Democracy,Europe,19709.2381,Liberal Democracy
United Kingdom,1995,538000,0.763,Unified party control,Liberal Democracy,Europe,23123.6946,Liberal Democracy
United Kingdom,1996,551000,0.763,Unified party control,Liberal Democracy,Europe,24333.2342,Liberal Democracy
United Kingdom,1997,527000,0.759,Unified party control,Liberal Democracy,Europe,26719.5430,Liberal Democracy
United Kingdom,1998,532000,0.761,Unified party control,Liberal Democracy,Europe,28238.9951,Liberal Democracy
United Kingdom,1999,531000,0.783,Unified party control,Liberal Democracy,Europe,28665.7075,Liberal Democracy
United Kingdom,2000,542000,0.799,Unified party control,Liberal Democracy,Europe,28156.2674,Liberal Democracy
United Kingdom,2001,546000,0.804,Unified party control,Liberal Democracy,Europe,27717.6258,Liberal Democracy
United Kingdom,2002,529000,0.803,Unified party control,Liberal Democracy,Europe,29982.6187,Liberal Democracy
United Kingdom,2003,540000,0.803,Unified party control,Liberal Democracy,Europe,34383.9480,Liberal Democracy
United Kingdom,2004,539000,0.803,Unified party control,Liberal Democracy,Europe,40208.8561,Liberal Democracy
United Kingdom,2005,543000,0.807,Unified party control,Liberal Democracy,Europe,41932.8774,Liberal Democracy
United Kingdom,2006,541000,0.811,Unified party control,Liberal Democracy,Europe,44472.5742,Liberal Democracy
United Kingdom,2007,528000,0.811,Unified party control,Liberal Democracy,Europe,50444.9302,Liberal Democracy
United Kingdom,2008,521000,0.811,Unified party control,Liberal Democracy,Europe,47267.0122,Liberal Democracy
United Kingdom,2009,472000,0.811,Unified party control,Liberal Democracy,Europe,38736.9022,Liberal Democracy
United Kingdom,2010,493000,0.810,Divided party control,Liberal Democracy,Europe,39536.7727,Liberal Democracy
United Kingdom,2011,448000,0.809,Unified coalition control,Liberal Democracy,Europe,42047.6143,Liberal Democracy
United Kingdom,2012,469000,0.808,Unified coalition control,Liberal Democracy,Europe,42449.1077,Liberal Democracy
United Kingdom,2013,458000,0.800,Divided party control,Liberal Democracy,Europe,43401.3105,Liberal Democracy
United Kingdom,2014,420000,0.802,Divided party control,Liberal Democracy,Europe,47452.1991,Liberal Democracy
United States,1991,4820000,,,,,24342.2589,
United States,1992,4910000,,,,,25418.9908,
United States,1993,5030000,,,,,26387.2937,
United States,1994,5090000,,,,,27694.8534,
United States,1995,5130000,,,,,28690.8757,
United States,1996,5250000,,,,,29967.7127,
United States,1997,5370000,,,,,31459.1390,
United States,1998,5400000,,,,,32853.6770,
United States,1999,5500000,,,,,34513.5615,
United States,2000,5690000,,,,,36334.9088,
United States,2001,5600000,,,,,37133.2428,
United States,2002,5640000,,,,,38023.1611,
United States,2003,5680000,,,,,39496.4859,
United States,2004,5760000,,,,,41712.8011,
United States,2005,5790000,,,,,44114.7478,
United States,2006,5700000,,,,,46298.7314,
United States,2007,5790000,,,,,47975.9677,
United States,2008,5610000,,,,,48382.5585,
